,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes your relationship with Italy or Germany?,1.0,-1.2763151622896772e-16,0.12499999999999996,0.20000000000000007,0.5222329678670937,-0.07024393586862702,0.11704114719613065,0.4862645390838647,0.22549380840084862,-0.08703882797784894,0.193649167310371,-0.3100868364730212,-0.5222329678670936,0.034448640913096996,0.1216660658480721,-9.72434291147375e-18,0.16182444450078873,0.6225430174794672,0.17843660678658246,0.043574467033059464,-2.6508567839437228e-17,-0.026854307776478743,-0.19418933340094655,-0.23717082451262847,0.08543576577167611,-5.792102994230821e-17,0.06917144638660742,0.6994838471117135,0.2598076211353314,-8.158439733063112e-17,0.3731012536223183,0.1575315094531511,-0.25802342327107003,-0.6654104630507017,-0.08483554853168425,0.22992049957180427,0.289121654791456,0.3735436838188142,0.4042260417272216,0.4707344358456359,0.4740612223681574,0.4336824821871841,0.3715752707301467,0.2324533977651537,0.31926404464227154,0.4527321197070237
Which picture best describes your relationship with Italian or German language?,-1.2763151622896772e-16,1.0,-0.22992049957180438,-0.06897614987154144,0.14008407567567954,0.21534027769072653,-0.6054785782603067,0.4239166209695661,-0.3197148359802092,-0.5803483135135293,0.23746087087820983,0.2138859610575524,-0.10006005405405667,-0.14784837626176636,0.2610862113134307,-0.04564733081621289,-0.05456991044640826,-0.2465109693943524,0.20968963929070628,0.07680975142092408,0.20983100599651464,0.3869263005363729,0.2331623446346529,0.43624347564640165,-0.12768232065890267,-0.15460346394687965,0.19879916886641316,0.6401492576623045,-0.11947019608799524,-0.13141051124990102,0.4411729369219363,-0.032195309646016766,0.5084989232546702,-0.38612142011909106,0.420466860269413,-0.23348017621145384,-0.1588013776770649,-0.2862845013183794,0.25093760432541035,-0.17206032801608634,-0.3186048412947123,0.129256935318541,-0.1645371902773999,-0.06057190818683775,-0.23924706223233316,-0.16949185955354368
Which picture best describes your relationship with Italian or German Culture?,0.12499999999999996,-0.22992049957180438,1.0,-0.8000000000000002,0.3481553119113956,1.5597286988328532e-16,0.3511234415883918,0.4862645390838647,0.6764814252025463,0.0,1.9349438782271662e-16,-0.12403473458920844,0.5222329678670937,2.868425573157327e-17,-0.08111071056538122,-0.49049892766040415,-0.2589191112012619,-0.2766857855464298,-4.952610732261232e-17,-0.08714893406611915,-0.12734290799340278,0.32225169331774467,0.12945955560063088,0.3162277660168379,1.1856594285774582e-16,-0.2782433374561007,0.34585723193303725,0.24687665192178132,0.5773502691896256,0.8573214099741124,0.21320071635561041,-9.327739141271675e-17,-0.29488391230979444,-0.09505863757867165,0.37049576430073905,0.3448807493577065,0.3854955397219414,0.3735436838188142,0.4042260417272215,0.3621034121889507,0.36466247874473634,0.28912165479145596,0.16514456476895417,0.6508695137424308,0.39021161011833183,0.4225499783932221
I see myself as someone who  [... is reserved ],0.20000000000000007,-0.06897614987154144,-0.8000000000000002,1.0,-0.17407765595569777,-6.862806274864554e-17,0.0702246883176786,-0.46195131212967144,-0.4960863784818675,-0.17407765595569774,-0.15491933384829681,0.07442084075352479,-0.5918640302493725,0.165353476382865,-0.25955427380922025,0.3503563769002886,0.12945955560063097,0.40119438904232335,-0.04758309514308871,0.08714893406611895,-0.02546858159868072,-0.4726358168660255,-0.2848110223213881,-0.5902918298980973,-0.08543576577167578,0.13912166872805037,-0.26285149626910825,-0.18104287807597313,-0.34641016151377546,-0.8818163074019442,-1.4202020649874554e-16,-0.08401680504168055,-2.8810047995333375e-16,0.03802345503146861,-0.5434109521425571,-0.06897614987154124,-0.17347299287487353,-0.22412621029128849,-0.40422604172722154,-0.26071445677604427,-0.20421098809705224,-0.2891216547914561,-0.1981734777227448,-0.5764844264575817,-0.17027415714254468,-0.32267452895482407
I see myself as someone who  [... is generally trusting],0.5222329678670937,0.14008407567567954,0.3481553119113956,-0.17407765595569777,1.0,0.19564639521780738,0.26486523120548666,0.23278142562976686,0.4317877695883728,-0.3333333333333333,2.0958341894162545e-16,0.021591675854376595,0.030303030303030318,-0.38379127430473325,-0.16943474841747133,-0.597694325031346,-0.11268007990012086,0.1324532357065044,-0.4555734516094203,-0.19721886809647954,-0.19950799433466263,0.29918303680270636,0.06760804794007248,0.2935903373670296,-0.5205360244109696,-0.314833661802714,0.5177717395799718,0.5586842153975473,0.6231234454607115,0.3411211461689766,0.8164965809277263,-0.1462544848254261,-0.15399810070180353,-0.16547584808037383,0.3799335683370398,-0.2601561405405474,-0.11743577988830113,0.06502560887623564,0.29554023164452436,0.22692280754668465,0.07617550741785399,0.18454193982447362,-0.05749595745760673,0.30753356377440544,-0.09880308715068771,0.12800743257426322
I see myself as someone who  [... tends to be lazy],-0.07024393586862702,0.21534027769072653,1.5597286988328532e-16,-6.862806274864554e-17,0.19564639521780738,1.0,-0.19731434010325266,0.18217138719250386,0.16895544123820488,-0.3912927904356147,-0.18136906252750287,0.6970150353573228,-0.3912927904356146,0.025811286645983596,-0.09116056881941446,-0.17063218203302896,-0.16974997612891132,-0.038870997151368145,0.11141412945539642,0.016324491028159045,0.04770702433286954,0.34205854554885184,-0.048499993179689053,0.41464421443136473,-0.24005377807010625,-0.338778390637078,-0.15548398860547288,0.10790321238700853,0.5191085476184405,0.09176629354822473,0.35942537872389224,-0.8459061860169813,0.5385589722494547,-0.3561222848978813,0.24962857121177093,-0.1507381943835087,-0.14441986117263897,-0.3323629285571267,-0.1362932551272764,-0.2577470978179316,-0.08196904886604732,-0.3610496529315976,-0.030934411244487255,0.2438380607048948,-0.22592484284988043,-0.1367151268090476
"I see myself as someone who  [... is relaxed, handles stress well]",0.11704114719613065,-0.6054785782603067,0.3511234415883918,0.0702246883176786,0.26486523120548666,-0.19731434010325266,1.0,-0.24188007785448618,0.18474437814601852,-0.06112274566280452,-0.0906596827823249,-0.3338948554552364,0.4278592196396322,-0.1290210704581257,-0.4936511119522077,-0.3362501206950954,0.015152094902999163,0.21858944683421266,-0.5847639044824212,-0.21420023562038898,-0.4322264411263355,-0.02514447191453627,-0.015152094902999073,-0.2220699630592817,-0.02999850011249052,0.11398071795439771,0.412891177353513,-0.24078938797387536,0.391927679471702,0.057338217908099724,0.1996260514023799,0.09833423245831938,-0.8283252332741157,0.4227793357381398,0.011722240425219226,0.20182619275343572,0.1466362306761546,0.2185999064101134,-0.10408437523067071,0.08476199753245615,0.017072205940667197,-0.011279710052011779,-0.15462967451011264,0.03264793481288653,0.1992908268981765,0.026975855028459807
I see myself as someone who  [... has few artistic interests],0.4862645390838647,0.4239166209695661,0.4862645390838647,-0.46195131212967144,0.23278142562976686,0.18217138719250386,-0.24188007785448618,1.0,0.17361193444648138,-0.1904575300607183,0.5022118564594757,-0.07539211630676355,-0.10580973892262126,0.22334869994230172,0.394412622878399,-0.10505896064591556,0.0891814207733689,0.07568014836363282,0.5880901172934162,0.32136222493611194,0.2734903370361317,0.3482212691558846,0.3514797171656302,0.38442587221924474,0.4050577368263504,-0.005637494510051996,0.2774938773333204,0.7836424977491243,0.43515469193302947,0.37718166690895344,0.2591798701775268,0.13618130992963906,0.10754369227692676,-0.8397295433510814,0.4513467932057742,0.4425503185946022,0.4725372942490588,0.43896586416295763,0.7764151199714208,0.569319024546307,0.585164026088363,0.6365585038231124,0.5755116106319965,0.6744352711257464,0.4772401122838531,0.6782324296255359
"I see myself as someone who  [... is ongoing, sociable]",0.22549380840084862,-0.3197148359802092,0.6764814252025463,-0.4960863784818675,0.4317877695883728,0.16895544123820488,0.18474437814601852,0.17361193444648138,1.0,0.11776030079682877,-0.23288900389583275,-0.027969064676509118,0.11776030079682899,0.020714547289940037,0.0,-0.1527395078678873,-0.16542319328218363,-0.1091841301481786,-0.12517975562534156,-0.08515669517612248,0.12443182828384196,-0.06459178807985835,-0.24326940188556398,-0.09507653770830567,-0.3275090153574681,-0.42873802380511455,-0.17157506166142342,0.14226562203146026,0.4947178617271308,0.8469286484664574,0.19230176593926301,-0.25260359118026904,-0.13298899284575488,-0.07145044736336896,-0.16199930899655082,0.16417788874659403,0.2100732386524828,0.2807726262279563,0.2005310331285174,0.1850780422187053,0.23024156711652358,0.16660980996576222,0.049652102461936014,0.5521236470779692,0.23464080546082594,0.2664607484781786
I see myself as someone who  [... tends to find fault with others],-0.08703882797784894,-0.5803483135135293,0.0,-0.17407765595569774,-0.3333333333333333,-0.3912927904356147,-0.06112274566280452,-0.1904575300607183,0.11776030079682877,1.0,0.0,-0.41024184123315416,0.030303030303030276,-0.047973909288091914,0.22591299788996203,0.23175902399174642,0.1577521118601692,0.1806180486906878,0.041415768328129196,-0.07585341080633833,-0.02216755492607373,-0.22438727760202962,-0.1126800799001207,-0.1467951686835147,0.4907911087303429,0.26639771383306576,-0.30103008115114627,-0.4727327976440785,-0.26130983196739477,0.1705605730844884,-0.816496580927726,0.29250896965085227,-0.2053308009357382,0.16547584808037383,-0.23068515704031428,0.14008407567567943,0.21809501979255952,0.39015365325741297,0.12666009927622487,0.4286319698104044,0.43166120870117153,0.1845419398244734,0.5749595745760689,0.048557931122274446,0.27170848966439143,0.3916645325033425
